,Pesos,Condutância
366,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
367,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
368,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
369,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
370,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
371,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
372,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
373,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
374,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.94 0.00
375,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.89 0.00
376,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.84 0.00
377,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.78 0.00
378,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.73 0.00
379,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.67 0.00
380,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.61 0.00
381,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.56 0.00
382,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.51 0.00
383,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.46 0.00
384,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.42 0.00
385,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.37 0.00
386,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.34 0.00
387,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.30 0.00
388,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.27 0.00
389,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.24 0.00
390,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.21 0.00
391,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.19 0.00
392,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.17 0.00
393,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.15 0.00
394,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.13 0.00
395,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.12 0.00
396,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.10 0.00
397,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.09 0.00
398,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.08 0.00
399,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.07 0.00
400,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
401,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
402,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.05 0.00
403,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.00
404,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.38
405,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.03 0.64
406,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.03 0.82
407,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.03 0.38
408,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.02 0.64
409,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.02 0.82
410,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.02 0.92
411,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.38
412,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.64
413,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.82
414,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.92
415,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.98
416,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.38
417,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.64
418,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.82
419,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.01 0.92
420,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
421,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
422,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
423,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
424,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
425,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
426,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
427,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
428,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
429,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
430,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
431,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
432,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
433,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
434,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
435,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
436,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
437,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
438,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
439,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
440,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
441,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
442,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
443,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
444,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
445,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
446,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
447,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
448,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
449,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
450,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
451,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
452,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
453,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
454,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
455,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
456,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.02
457,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.02
458,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
459,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
460,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
461,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
462,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
463,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
464,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
465,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
466,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
467,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
468,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
469,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
470,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
471,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
472,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
473,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
474,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
475,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
476,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
477,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
478,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
479,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
480,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
481,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
482,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
483,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
484,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
485,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
486,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
487,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
488,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
489,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
490,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
491,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
492,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
493,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
494,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
495,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
496,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
497,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
498,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
499,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
500,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
501,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
502,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.04
503,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.04
504,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.03
505,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.03
506,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.03
507,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.02
508,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.02
509,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.02
510,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.01
511,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.01
512,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.01
513,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.01
514,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.01
515,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.01
516,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.01
517,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.01
518,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
519,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
520,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
521,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
522,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
523,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
524,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
525,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
526,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
527,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
528,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
529,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
530,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
531,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
532,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
533,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
534,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
535,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
536,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
537,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
538,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
539,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
540,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
541,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
542,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
543,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
544,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
545,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
546,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
547,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
548,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
549,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
550,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
551,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
552,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
553,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
554,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
555,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
556,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
557,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
558,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
559,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
560,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
561,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
562,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
563,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
564,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
565,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
566,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
567,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
568,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
569,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
570,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
571,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
572,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
573,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
574,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
575,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
576,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
577,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
578,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
579,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
580,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
581,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
582,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
583,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
584,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
585,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
586,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
587,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
588,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
589,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
590,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
591,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
592,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
593,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
594,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
595,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
596,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
597,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
598,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
599,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
600,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
601,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
602,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
603,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
604,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.38
605,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.64
606,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.82
607,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.38
608,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.64
609,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.82
610,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.92
611,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.38
612,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.64
613,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.82
614,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.92
615,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.98
616,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.38
617,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.64
618,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.82
619,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.92
620,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.98
621,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 1.00
622,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.99
623,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.96
624,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.92
625,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.87
626,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.81
627,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.75
628,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.69
629,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
630,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
631,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
632,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
633,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
634,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
635,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
636,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
637,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
638,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
639,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
640,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
641,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
642,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
643,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
644,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
645,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
646,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
647,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
648,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
649,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
650,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
651,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
652,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
653,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
654,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
655,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
656,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.02
657,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.02
658,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
659,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
660,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
661,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
662,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
663,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
664,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
665,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
666,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
667,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
668,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
669,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
670,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
671,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
672,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
673,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
674,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
675,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
676,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
677,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
678,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
679,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
680,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
681,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
682,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
683,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
684,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
685,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
686,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
687,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
688,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
689,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
690,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
691,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
692,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
693,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
694,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
695,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
696,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
697,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
698,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
699,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
700,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
701,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
702,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.13
703,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.11
704,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.10
705,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.09
706,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.08
707,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.07
708,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.06
709,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.05
710,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.04
711,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.04
712,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.03
713,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.03
714,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.03
715,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.02
716,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.02
717,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.02
718,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.01
719,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.01
720,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.01
721,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.01
722,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.01
723,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.01
724,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.01
725,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.01
726,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.00
727,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.00
728,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
729,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
730,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
731,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
732,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
733,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
